Ensembl ID;Genes;Transcript Start;Transcript End;Chromosome;CCDS.ID;RefSeq
ENSMUST00000026927;Nudt5;5845019;5871895;2;CCDS15667;NM_016918
ENSMUST00000026937;Iscu;113772748;113778288;5;CCDS19553;NM_025526
ENSMUST00000026975;Dnaaf5;139150223;139186510;5;CCDS39349;NM_001081265
ENSMUST00000026976;Get4;139252324;139270051;5;CCDS19805;"NM_026269; NM_001359238"
ENSMUST00000026987;Nop16;54584185;54590090;13;CCDS26531;NM_178605
ENSMUST00000026990;Thoc3;54458837;54468849;13;CCDS26527;NM_028597
ENSMUST00000027027;Cwf19l2;3403592;3479236;9;CCDS22793;NM_027545
ENSMUST00000027050;Cops5;10024601;10038127;1;CCDS14818;"NM_001277101; NM_013715"
ENSMUST00000027068;Tram1;13564698;13589910;1;CCDS14822;NM_028173
ENSMUST00000027071;Lactb2;13623330;13660546;1;CCDS14823;NM_145381
ENSMUST00000027123;Hspd1;55077835;55088024;1;CCDS35569;NM_010477
ENSMUST00000027127;Sf3b1;54985169;55027481;1;CCDS35567;NM_031179
ENSMUST00000027157;Rpe;66700831;66719805;1;CCDS15022;"NM_025683; NM_001310643; NM_001310644"
ENSMUST00000027198;Orc2;58462771;58505109;1;CCDS14975;"NM_008765; NM_001271526"
ENSMUST00000027214;Ercc5;44147847;44181260;1;CCDS35553;NM_011729
ENSMUST00000027247;Pdcl3;38985608;38997238;1;CCDS14903;NM_026850
ENSMUST00000027251;Rev1;38052786;38129662;1;CCDS14899;NM_019570
ENSMUST00000027252;Eif5b;37998010;38055579;1;CCDS35544;NM_198303
ENSMUST00000027256;Mrpl30;37890477;37898535;1;CCDS14896;NM_027098
ENSMUST00000027264;Asnsd1;53344617;53352752;1;CCDS14954;NM_133728
ENSMUST00000027266;Ormdl1;53297095;53310309;1;CCDS14952;NM_145517
ENSMUST00000027271;Inpp1;52785427;52817688;1;CCDS14947;NM_008384
ENSMUST00000027286;Coa5;37417084;37430103;1;CCDS35541;NM_198006
ENSMUST00000027303;Imp4;34439851;34449356;1;CCDS35536;NM_178601
ENSMUST00000027322;Rhbdd1;82316452;82445366;1;CCDS15097;NM_029777
ENSMUST00000027338;Sdhaf4;23995939;24005656;1;CCDS14852;NM_026503
ENSMUST00000027339;Smap1;23845625;23922317;1;CCDS14851;NM_028534
ENSMUST00000027384;Atic;71557150;71579631;1;CCDS15030;NM_026195
ENSMUST00000027396;Abcb6;75171717;75180392;1;CCDS15065;NM_023732
ENSMUST00000027432;Psmd1;86064619;86139151;1;CCDS15117;NM_027357
ENSMUST00000027438;Ncl;86344719;86359400;1;CCDS35646;NM_010880
ENSMUST00000027464;Mrpl44;79776018;79781445;1;CCDS35629;NM_001081210
ENSMUST00000027488;Capn10;92934376;92947941;1;CCDS15181;NM_011796
ENSMUST00000027492;Mterf4;93301205;93305915;1;CCDS35671;NM_178051
ENSMUST00000027494;Ppp1r7;93342854;93373489;1;CCDS15187;NM_023200
ENSMUST00000027502;Atg4b;93754905;93790610;1;CCDS15195;NM_174874
ENSMUST00000027503;Dtymk;93792576;93801934;1;CCDS48329;NM_001105667
ENSMUST00000027505;Ing5;93803965;93822095;1;CCDS35673;NM_025454
ENSMUST00000027592;Ubxn4;128244162;128279378;1;CCDS15251;"NM_001356529; NM_026390"
ENSMUST00000027602;Dars;128363707;128417359;1;CCDS15253;NM_177445
ENSMUST00000027623;Tsn;118294778;118311416;1;CCDS35690;NM_011650
ENSMUST00000027626;Nifk;118321839;118333822;1;CCDS15222;NM_026472
ENSMUST00000027768;Ahctf1;179744894;179803680;1;CCDS15564;NM_026375
ENSMUST00000027769;Tfb2m;179528055;179546267;1;CCDS15561;NM_008249
ENSMUST00000027777;Parp1;180568929;180601254;1;CCDS15569;NM_007415
ENSMUST00000027780;Acbd3;180726043;180754204;1;CCDS15572;NM_133225
ENSMUST00000027781;Cox20;178319130;178322693;1;CCDS15556;NM_025511
ENSMUST00000027783;Desi2;178187532;178257301;1;CCDS35803;NM_024282
ENSMUST00000027792;Srp9;182124750;182132407;1;CCDS35812;NM_012058
ENSMUST00000027797;Nvl;181087138;181144204;1;CCDS15581;NM_026171
ENSMUST00000027846;Tada1;166379097;166393621;1;CCDS15450;NM_030245
ENSMUST00000027897;Smyd2;189880492;189922363;1;CCDS35821;NM_026796
ENSMUST00000027916;Bpnt1;185332149;185357777;1;CCDS15597;NM_011794
ENSMUST00000027921;Iars2;185284726;185329396;1;CCDS15596;NM_198653
ENSMUST00000027973;Sephs1;4881564;4910557;2;CCDS15659;"NM_001362707; NM_001362708; NM_175400"
ENSMUST00000027974;Atf6;170704674;170867771;1;CCDS56653;NM_001081304
ENSMUST00000028004;Aldh9a1;167349991;167368532;1;CCDS35765;NM_019993
ENSMUST00000028021;Pigc;161969188;161972330;1;CCDS15419;
ENSMUST00000028059;Rsu1;13077012;13271415;2;CCDS15693;NM_009105
ENSMUST00000028071;Bmi1;18677018;18686629;2;CCDS15711;NM_007552
ENSMUST00000028083;Psmb7;38588036;38644087;2;CCDS16010;NM_011187
ENSMUST00000028087;Ppp6c;39194354;39226451;2;CCDS16017;NM_024209
ENSMUST00000028098;Orc4;48902824;48949276;2;CCDS16022;"NM_011958; NM_001355296"
ENSMUST00000028117;Yme1l1;23156369;23199260;2;CCDS15728;NM_013771
ENSMUST00000028157;Gtf3c5;28566311;28583279;2;CCDS15842;NM_148928
ENSMUST00000028199;Tor1b;30952959;30959015;2;CCDS15890;NM_133673
ENSMUST00000028200;Tor1a;30960627;30967933;2;CCDS15891;NM_144884
ENSMUST00000028205;BC005624;30972177;30981941;2;CCDS15892;NM_144885
ENSMUST00000028225;Psmd5;34849734;34870962;2;CCDS15953;NM_080554
ENSMUST00000028238;Rab14;35180205;35201120;2;CCDS15959;NM_026697
ENSMUST00000028250;Mrrf;36136389;36190647;2;CCDS38114;NM_026422
ENSMUST00000028251;Rbm18;36116079;36136773;2;CCDS15969;"NM_001355579; NM_026434; NM_001355578; NM_001159635"
ENSMUST00000028278;Psmd14;61711694;61800376;2;CCDS38127;NM_021526
ENSMUST00000028295;Dnlz;26348121;26352110;2;CCDS38083;"NM_001139504; NM_001139503; NM_026828"
ENSMUST00000028341;Anapc2;25272478;25285915;2;CCDS15761;NM_175300
ENSMUST00000028342;Ssna1;25271039;25272416;2;CCDS38071;NM_023464
ENSMUST00000028350;Zmynd19;24949792;24962075;2;CCDS15742;NM_026021
ENSMUST00000028351;Dph7;24962400;24972163;2;CCDS15743;"NM_026044; NM_001355559"
ENSMUST00000028408;Hat1;71389260;71441622;2;CCDS16114;NM_026115
ENSMUST00000028494;Phospho2;69789636;69797223;2;CCDS16099;NM_028521
ENSMUST00000028509;Gorasp2;70661576;70691743;2;CCDS16109;NM_027352
ENSMUST00000028536;Arl14ep;106962527;106974424;2;CCDS16503;"NM_001362865; NM_001025102; NM_001362864"
ENSMUST00000028551;Emc4;112363011;112368027;2;CCDS16553;NM_026519
ENSMUST00000028580;Ccdc34;110017817;110045316;2;CCDS50655;NM_026613
ENSMUST00000028583;Lin7c;109890853;109901003;2;CCDS16509;NM_011699
ENSMUST00000028592;Eif3m;104999656;105017080;2;CCDS16495;NM_145380
ENSMUST00000028599;Cstf3;104590523;104665429;2;CCDS16490;NM_145529
ENSMUST00000028603;Fbxo3;104027721;104063240;2;CCDS16484;"NM_001355504; NM_212433"
ENSMUST00000028608;Nat10;103721256;103761270;2;CCDS16480;NM_153126
ENSMUST00000028617;Api5;94411682;94438136;2;CCDS16459;"NM_001305258; NM_007466"
ENSMUST00000028619;Hsd17b12;94032689;94157964;2;CCDS16458;NM_019657
ENSMUST00000028623;Ext2;93695631;93822568;2;CCDS16456;"NM_010163; NM_001355075"
ENSMUST00000028683;Pdia3;121413775;121438687;2;CCDS16643;NM_007952
ENSMUST00000028691;Arfgap2;91265293;91276931;2;CCDS50639;NM_001166024
ENSMUST00000028728;Ubr1;120860269;120970715;2;CCDS16628;NM_009461
ENSMUST00000028761;Ubox5;130590002;130630038;2;CCDS16747;"NM_001255994; NM_001255993; NM_080562"
ENSMUST00000028767;Rtf1;119675068;119735407;2;CCDS50673;NM_030112
ENSMUST00000028796;Rpusd2;119034790;119039769;2;CCDS16588;NM_173450
ENSMUST00000028807;Ivd;118861954;118882909;2;CCDS16586;NM_019826
ENSMUST00000028816;Tmem230;132239492;132247807;2;CCDS16770;NM_027478
ENSMUST00000028825;Fam98b;117249739;117271540;2;CCDS16571;NM_026620
ENSMUST00000028841;Usp8;126707343;126759297;2;CCDS16687;NM_019729
ENSMUST00000028844;Sppl2a;126890391;126933235;2;CCDS16690;NM_023220
ENSMUST00000028852;Mrps5;127587222;127606829;2;CCDS16706;NM_029963
ENSMUST00000028900;Vps16;130424365;130444269;2;CCDS38242;NM_030559
ENSMUST00000028914;Polr3f;144527718;144541995;2;CCDS16820;NM_029763
ENSMUST00000028915;Rbbp9;144542265;144550869;2;CCDS16821;NM_015754
ENSMUST00000028921;Xrn2;147012996;147078000;2;CCDS38258;NM_011917
ENSMUST00000028928;Gzf1;148681023;148692949;2;CCDS16841;"NM_001355689; NM_028986"
ENSMUST00000028963;Tbc1d20;152293828;152313996;2;CCDS16880;NM_024196
ENSMUST00000028972;Pdrg1;153008890;153015427;2;CCDS16904;NM_178939
ENSMUST00000028981;Mapre1;153741274;153773310;2;CCDS16917;NM_007896
ENSMUST00000029013;Rae1;173000117;173015739;2;CCDS17138;NM_175112
ENSMUST00000029024;Rab22a;173659760;173707343;2;CCDS38352;NM_024436
ENSMUST00000029047;Snx16;10418146;10440087;3;CCDS17244;NM_029068
ENSMUST00000029082;Psma7;180036374;180042433;2;CCDS17166;"NM_011969; NM_001289476"
ENSMUST00000029090;Gid8;180710117;180718733;2;CCDS17185;"NM_001289652; NM_001289651"
ENSMUST00000029092;Arfgap1;180967234;180982526;2;CCDS17190;"NM_001177710; NM_145760"
ENSMUST00000029116;Pcmtd2;181837854;181857461;2;CCDS17224;NM_153594
ENSMUST00000029125;Armc1;19131402;19163065;3;CCDS17255;"NM_028840; NM_001357689"
ENSMUST00000029126;Itch;155133509;155226855;2;CCDS38293;NM_008395
ENSMUST00000029142;Eif6;155819832;155826925;2;CCDS16956;NM_010579
ENSMUST00000029147;Nfs1;156123639;156144186;2;CCDS16962;NM_010911
ENSMUST00000029178;Ctnnbl1;157737401;157891614;2;CCDS16982;NM_025680
ENSMUST00000029179;Tti1;157981803;158028433;2;CCDS16983;
ENSMUST00000029201;Pik3ca;32436151;32468486;3;CCDS38409;NM_008839
ENSMUST00000029214;Actl6a;32708507;32726973;3;CCDS17298;NM_019673
ENSMUST00000029256;Sec62;30792875;30821263;3;CCDS17286;NM_027016
ENSMUST00000029259;Mccc1;35959833;36000678;3;CCDS17307;NM_023644
ENSMUST00000029269;Exosc9;36552606;36565727;3;CCDS17312;NM_019393
ENSMUST00000029303;Naa15;51416016;51475985;3;CCDS17340;NM_053089
ENSMUST00000029358;Nmd3;69721985;69756373;3;CCDS17407;NM_133787
ENSMUST00000029382;Ppid;79591365;79603650;3;CCDS17417;NM_026352
ENSMUST00000029385;Serp1;58519817;58525892;3;CCDS38436;NM_030685
ENSMUST00000029402;Slc33a1;63942330;63964768;3;CCDS17382;NM_015728
ENSMUST00000029405;Gmps;63976106;64022579;3;CCDS17383;NM_001033300
ENSMUST00000029414;Ssr3;65379655;65392623;3;CCDS17386;NM_026155
ENSMUST00000029445;Nras;103058285;103067914;3;CCDS38570;NM_010937
ENSMUST00000029447;Sike1;102995708;103008459;3;CCDS17690;NM_025679
ENSMUST00000029459;Gdap2;100162381;100206981;3;CCDS17675;NM_010269
ENSMUST00000029476;Sec22b;97901190;97923276;3;CCDS17658;NM_011342
ENSMUST00000029542;Ints3;90391396;90433529;3;CCDS17528;"NM_178876; NM_145540"
ENSMUST00000029546;Jtb;90231597;90235838;3;CCDS17523;NM_206924
ENSMUST00000029551;4933434E20Rik;90062796;90068347;3;CCDS50968;NM_028567
ENSMUST00000029569;Slc35a3;116669470;116712650;3;CCDS17791;"NM_144902; NM_001362374"
ENSMUST00000029570;Mfsd14a;116631164;116662677;3;CCDS17790;NM_008246
ENSMUST00000029588;Larp7;127536714;127553349;3;CCDS38626;NM_138593
ENSMUST00000029644;Ppa2;133310110;133378078;3;CCDS17850;NM_146141
ENSMUST00000029650;Ints12;133091840;133110988;3;CCDS17848;NM_027927
ENSMUST00000029651;Gstcd;132981752;133091825;3;CCDS17847;"NM_026231; NM_001356309"
ENSMUST00000029663;Aimp1;132660499;132683884;3;CCDS38642;NM_007926
ENSMUST00000029666;Papss1;131564768;131643671;3;CCDS38641;NM_011863
ENSMUST00000029730;Chd1l;97560742;97610203;3;CCDS38561;NM_026539
ENSMUST00000029738;Gpr89;96868281;96905346;3;CCDS17650;NM_026229
ENSMUST00000029740;Rnf115;96727664;96791152;3;CCDS17647;NM_026406
ENSMUST00000029741;Polr3c;96711490;96727628;3;CCDS51010;NM_028925
ENSMUST00000029759;Mettl14;123368297;123386108;3;CCDS38622;NM_201638
ENSMUST00000029783;Snx27;94497544;94582716;3;CCDS38538;NM_029721
ENSMUST00000029786;Mrpl9;94443325;94448708;3;CCDS17593;NM_030116
ENSMUST00000029803;Eif4e;138526179;138559696;3;CCDS38654;NM_007917
ENSMUST00000029804;Metap1;138458956;138489515;3;CCDS17869;NM_175224
ENSMUST00000029815;Cisd2;135406412;135423925;3;CCDS17856;NM_025902
ENSMUST00000029879;Nbn;15957925;15992589;4;CCDS17986;NM_013752
ENSMUST00000029891;Tmem68;3549041;3574853;4;CCDS17937;NM_028097
ENSMUST00000029909;Coq3;21879673;21912162;4;CCDS18003;"NM_001356348; NM_172687"
ENSMUST00000029938;Gtf2b;142765045;142783606;3;CCDS17882;NM_145546
ENSMUST00000029968;Rars2;34614957;34660167;4;CCDS18029;NM_181406
ENSMUST00000029970;Slc35a1;34663257;34687438;4;CCDS18030;NM_011895
ENSMUST00000029972;Smim8;34768664;34778423;4;CCDS38706;NM_001330757
ENSMUST00000029989;Rnf20;49632066;49656887;4;CCDS18178;NM_182999
ENSMUST00000030014;Ncbp1;46138613;46172403;4;CCDS18145;NM_001033201
ENSMUST00000030028;Erp44;48193323;48279558;4;CCDS18165;NM_029572
ENSMUST00000030029;Invs;48279802;48431954;4;CCDS18166;"NM_001281978; NM_001281977; NM_010569"
ENSMUST00000030091;Pole3;62522649;62525068;4;CCDS18244;NM_021498
ENSMUST00000030117;Smu1;40736542;40757923;4;CCDS18050;NM_021535
ENSMUST00000030118;Dnaja1;40722480;40734964;4;CCDS18049;NM_008298
ENSMUST00000030133;Nfx1;40970906;41013871;4;CCDS71360;NM_001290448
ENSMUST00000030134;Rad23b;55350043;55392237;4;CCDS18194;NM_009011
ENSMUST00000030138;Nol6;41114427;41124455;4;CCDS38715;NM_139236
ENSMUST00000030145;Dcaf12;41291300;41314889;4;CCDS18059;NM_026893
ENSMUST00000030154;Nudt2;41465151;41480926;4;CCDS18061;NM_025539
ENSMUST00000030158;Dctn3;41714798;41723170;4;CCDS18069;NM_016890
ENSMUST00000030164;Vcp;42979963;43000507;4;CCDS18086;NM_009503
ENSMUST00000030296;Txndc12;108834601;108862127;4;CCDS18457;NM_025334
ENSMUST00000030313;Caap1;94500081;94556796;4;CCDS18358;NM_026368
ENSMUST00000030340;Scp2;108043839;108118532;4;CCDS18446;NM_011327
ENSMUST00000030348;Magoh;107879755;107887424;4;CCDS18441;NM_001282737
ENSMUST00000030365;Mrpl37;107055874;107066868;4;CCDS18429;NM_025500
ENSMUST00000030367;Ssbp3;106911470;107049694;4;CCDS18427;NM_023672
ENSMUST00000030400;Mycbp;123904832;123912269;4;CCDS18621;NM_019660
ENSMUST00000030404;Ppie;123127115;123139951;4;CCDS18610;NM_019489
ENSMUST00000030412;Ppt1;122836242;122859078;4;CCDS38870;NM_008917
ENSMUST00000030436;Pnrc2;135870918;135873850;4;CCDS18792;NM_026383
ENSMUST00000030446;Urod;116989965;116994413;4;CCDS18521;NM_009478
ENSMUST00000030451;Toe1;116804002;116807640;4;CCDS18517;NM_026654
ENSMUST00000030457;Nasp;116601052;116627497;4;CCDS38852;NM_001081475
ENSMUST00000030460;Gpbp1l1;116557658;116593882;4;CCDS18511;NM_029868
ENSMUST00000030471;Lrrc41;116075269;116097043;4;CCDS84786;NM_153521
ENSMUST00000030491;Cmpk1;114959336;114987241;4;CCDS18484;NM_025647
ENSMUST00000030501;Ebna1bp2;118620799;118627776;4;CCDS18555;NM_026932
ENSMUST00000030538;Ddost;138304730;138312628;4;CCDS18824;NM_007838
ENSMUST00000030583;Ak2;128993224;129008401;4;CCDS18680;NM_001033966
ENSMUST00000030606;Rcan3;135412308;135433853;4;CCDS18785;NM_022980
ENSMUST00000030610;Zbtb8a;129353628;129378116;4;CCDS18690;NM_028603
ENSMUST00000030622;Syf2;134930898;134937548;4;CCDS18781;NM_026780
ENSMUST00000030623;Sfpq;127021324;127031236;4;CCDS18662;NM_023603
ENSMUST00000030642;Psmb2;126677630;126709714;4;CCDS18657;NM_011970
ENSMUST00000030644;Zfp593;134243289;134245592;4;CCDS51325;NM_024215
ENSMUST00000030660;Trappc3;126262325;126275883;4;CCDS18647;NM_013718
ENSMUST00000030661;Gpn2;133584362;133591735;4;CCDS18753;NM_133884
ENSMUST00000030665;Nudc;133532542;133545996;4;CCDS18750;NM_010948
ENSMUST00000030675;Mrps15;126046925;126055532;4;CCDS18641;NM_025544
ENSMUST00000030684;Gnl2;125029992;125055376;4;CCDS18634;NM_145552
ENSMUST00000030696;Fam76a;132899213;132922558;4;CCDS18738;NM_145553
ENSMUST00000030702;Ppp1r8;132826929;132843169;4;CCDS18736;NM_146154
ENSMUST00000030723;Mtf1;124802549;124849800;4;CCDS18627;NM_008636
ENSMUST00000030730;Trnau1ap;132311763;132329538;4;CCDS18722;NM_027925
ENSMUST00000030731;Taf12;132274375;132295766;4;CCDS18721;NM_025579
ENSMUST00000030734;Sf3a3;124714776;124732460;4;CCDS38875;NM_029157
ENSMUST00000030757;Fbxo42;141147913;141204062;4;CCDS18866;NM_172518
ENSMUST00000030769;Psmc2;21785283;21803787;5;CCDS19108;NM_011188
ENSMUST00000030773;Xrcc2;25689812;25705825;5;CCDS19135;NM_020570
ENSMUST00000030787;Rheb;24802823;24842624;5;CCDS39032;NM_053075
ENSMUST00000030795;Abcf2;24565345;24577467;5;CCDS19125;"NM_013853; NM_001190443"
ENSMUST00000030805;Park7;150897133;150909926;4;CCDS18975;NM_020569
ENSMUST00000030814;Cdk5;24418241;24423530;5;CCDS51434;NM_007668
ENSMUST00000030816;Dffa;149104146;149120647;4;CCDS18951;NM_001025296
ENSMUST00000030841;Klhl7;24100605;24160785;5;CCDS19114;NM_026448
ENSMUST00000030842;Lzic;149485294;149496668;4;CCDS18961;NM_026963
ENSMUST00000030849;Fam126a;23960931;24030690;5;CCDS19113;NM_053090
ENSMUST00000030872;Orc5;22486489;22550375;5;CCDS19110;NM_011959
ENSMUST00000030882;Pmpcb;21737141;21757152;5;CCDS19106;NM_028431
ENSMUST00000030893;Dffb;153964449;153975126;4;CCDS19004;NM_007859
ENSMUST00000030903;Atad3a;155740641;155761093;4;CCDS19037;NM_179203
ENSMUST00000030914;Rer1;155074110;155086373;4;CCDS19022;NM_026395
ENSMUST00000030950;Cptp;155864723;155869440;4;CCDS19047;NM_024472
ENSMUST00000030980;Trmt44;35556203;35575070;5;CCDS19230;NM_030208
ENSMUST00000030986;Lrpap1;35091501;35105766;5;CCDS19225;NM_013587
ENSMUST00000030993;Nelfa;33897916;33936413;5;CCDS19208;NM_011914
ENSMUST00000031011;Rab28;41624976;41708154;5;CCDS19258;"NM_001310592; NM_027295"
ENSMUST00000031032;Ppm1g;31202668;31220687;5;CCDS19179;NM_008014
ENSMUST00000031034;Nrbp1;31240864;31251566;5;CCDS19180;NM_147201
ENSMUST00000031038;Ociad1;73292792;73314069;5;CCDS19339;NM_023429
ENSMUST00000031061;Dhx15;52150203;52190514;5;CCDS39085;NM_007839
ENSMUST00000031097;Tada2b;36473670;36484285;5;CCDS51478;NM_001170454
ENSMUST00000031144;Tmem165;76183880;76209245;5;CCDS19359;NM_011626
ENSMUST00000031167;Polr2b;77310147;77349324;5;CCDS51528;NM_153798
ENSMUST00000031190;Dr1;108268897;108280526;5;CCDS19509;NM_026106
ENSMUST00000031198;Fam69a;107908053;107987085;5;CCDS39200;NM_026062
ENSMUST00000031250;Nudt9;104046869;104065379;5;CCDS19482;NM_028794
ENSMUST00000031262;Coq2;100654723;100674284;5;CCDS19465;NM_027978
ENSMUST00000031288;Tfip11;112326358;112338073;5;CCDS19539;NM_018783
ENSMUST00000031334;Eif2b1;124570213;124579131;5;CCDS39282;NM_145371
ENSMUST00000031345;Rchy1;91948904;91963068;5;CCDS19424;NM_026557
ENSMUST00000031349;Snrnp35;124483134;124491124;5;CCDS19677;NM_029532
ENSMUST00000031351;Arl6ip4;124116099;124118196;5;CCDS19673;NM_144509
ENSMUST00000031364;Sdad1;92284010;92310024;5;CCDS19429;NM_172713
ENSMUST00000031383;Ran;129020069;129024323;5;CCDS19693;NM_009391
ENSMUST00000031388;Vps33a;123528659;123573038;5;CCDS19666;NM_029929
ENSMUST00000031399;Psph;129765558;129787449;5;CCDS19699;NM_133900
ENSMUST00000031420;Gpn3;122372451;122382902;5;CCDS19647;NM_024216
ENSMUST00000031422;Anapc7;122422444;122444912;5;CCDS19649;NM_019805
ENSMUST00000031434;Rnf34;122850048;122871291;5;CCDS19656;NM_030564
ENSMUST00000031474;Ankle2;110231041;110256647;5;CCDS80360;NM_027922
ENSMUST00000031478;Ddx51;110653451;110660496;5;CCDS19528;NM_027156
ENSMUST00000031492;Rab35;115631908;115647736;5;CCDS19596;NM_198163
ENSMUST00000031513;Srsf9;115327177;115333080;5;CCDS19587;NM_025573
ENSMUST00000031530;Sppl3;115011137;115098790;5;CCDS19578;NM_029012
ENSMUST00000031531;Psmg3;139823592;139826885;5;CCDS19815;NM_025604
ENSMUST00000031538;2210016L21Rik;114942158;114949783;5;CCDS19576;NM_028211
ENSMUST00000031556;Tmem106b;13069839;13089269;6;CCDS19914;NM_027992
ENSMUST00000031560;Mmab;114431034;114444060;5;CCDS19565;NM_029956
ENSMUST00000031598;Ddx54;120612739;120628592;5;CCDS39241;NM_028041
ENSMUST00000031621;Ccz1;143987909;144014853;5;CCDS19846;NM_177682
ENSMUST00000031627;Pdap1;145128769;145140238;5;CCDS39384;NM_001033313
ENSMUST00000031628;Ptcd1;145147514;145167108;5;CCDS19858;NM_133735
ENSMUST00000031632;Zkscan14;145194946;145201868;5;CCDS19860;NM_023322
ENSMUST00000031680;Ing3;21949571;21976038;6;CCDS39434;NM_023626
ENSMUST00000031692;Bcl7b;135168283;135181855;5;CCDS51660;NM_009745
ENSMUST00000031695;Wasl;24613805;24665009;6;CCDS19945;NM_028459
ENSMUST00000031697;Cul1;47454320;47526139;6;CCDS20095;"NM_001355551; NM_012042"
ENSMUST00000031728;Pop7;137501439;137502518;5;CCDS19768;
ENSMUST00000031740;Mepce;137781906;137786663;5;CCDS39337;NM_144913
ENSMUST00000031779;Calu;29348106;29376675;6;CCDS19957;NM_007594
ENSMUST00000031805;Avl9;56714927;56761912;6;CCDS51789;NM_030235
ENSMUST00000031866;Mtpn;35508906;35539888;6;CCDS20002;NM_008098
ENSMUST00000031895;Casp2;42264985;42282508;6;CCDS20064;NM_007610
ENSMUST00000031971;Ssbp1;40471415;40478587;6;CCDS20030;NM_028358
ENSMUST00000031978;Mrps33;39801804;39810988;6;CCDS20026;NM_010270
ENSMUST00000032065;Pcyox1;86386006;86397154;6;CCDS20311;"NM_025823; NM_001355687"
ENSMUST00000032071;Dusp11;85942268;85961667;6;CCDS20306;NM_028099
ENSMUST00000032078;Cct7;85451514;85468475;6;CCDS20295;NM_007638
ENSMUST00000032094;Fbxl14;119479668;119482630;6;CCDS20475;NM_133940
ENSMUST00000032114;Mogs;83115496;83118898;6;CCDS20273;NM_020619
ENSMUST00000032124;Mrpl19;81957851;81965958;6;CCDS39523;NM_026490
ENSMUST00000032138;Cnbp;87842615;87851106;6;CCDS51841;NM_013493
ENSMUST00000032143;Rpn1;88084482;88105304;6;CCDS20332;NM_133933
ENSMUST00000032165;Ruvbl1;88465409;88497572;6;CCDS20336;NM_019685
ENSMUST00000032168;Sec61a1;88503579;88518905;6;CCDS39553;NM_016906
ENSMUST00000032169;Abtb1;88835914;88841900;6;CCDS20339;NM_030251
ENSMUST00000032196;Arl8b;108783099;108825278;6;CCDS39586;NM_026011
ENSMUST00000032220;Cops7a;124958816;124965448;6;CCDS20539;"NM_001355542; NM_012003"
ENSMUST00000032272;Adipor2;119353150;119417704;6;CCDS20473;"NM_001355692; NM_197985"
ENSMUST00000032322;Lrp6;134446476;134566913;6;CCDS39678;NM_008514
ENSMUST00000032326;Ddx47;135011612;135023776;6;CCDS20643;NM_026360
ENSMUST00000032335;Atf7ip;136518802;136610862;6;CCDS20651;NM_019426
ENSMUST00000032359;Aebp2;140622663;140655481;6;CCDS20674;NM_178803
ENSMUST00000032372;Golt1b;142387221;142403858;6;CCDS20682;NM_025872
ENSMUST00000032398;Thumpd3;113046225;113068273;6;CCDS20410;"NM_008188; NM_001355266"
ENSMUST00000032399;Kras;145216699;145250239;6;CCDS20693;NM_021284
ENSMUST00000032410;Tada3;113366025;113377883;6;CCDS20416;NM_133932
ENSMUST00000032419;Cmas;142756686;142775714;6;CCDS20687;NM_009908
ENSMUST00000032425;Emc3;113514874;113531652;6;CCDS20425;NM_175101
ENSMUST00000032429;Med21;146642547;146650602;6;CCDS20700;NM_025315
ENSMUST00000032440;Sec13;113728062;113740743;6;CCDS39596;NM_024206
ENSMUST00000032441;Ccdc91;147475871;147632612;6;CCDS20707;"NM_001355713; NM_025911"
ENSMUST00000032457;Atg7;114643097;114860614;6;CCDS39598;"NM_001253718; NM_028835"
ENSMUST00000032461;Tamm41;115004381;115037876;6;CCDS20437;NM_026894
ENSMUST00000032485;Mrpl51;125192165;125196269;6;CCDS20545;NM_025595
ENSMUST00000032508;Fkbp4;128430103;128438677;6;CCDS20573;NM_010219
ENSMUST00000032557;Mark2;7275396;7341819;19;CCDS37903;NM_001080389
ENSMUST00000032566;Qpctl;19139702;19149291;7;CCDS20891;NM_026111
ENSMUST00000032715;Prmt3;49778346;49858265;7;CCDS21307;NM_133740
ENSMUST00000032735;Mphosph10;64376527;64392268;7;CCDS21333;NM_026483
ENSMUST00000032802;Zfp84;29768552;29779821;7;CCDS21074;NM_023750
ENSMUST00000032820;Zscan26;21442180;21453660;13;CCDS49211;NM_001013786
ENSMUST00000032824;Psmc4;28041707;28050101;7;CCDS21034;NM_011874
ENSMUST00000032842;Ccdc90b;92561149;92582294;7;CCDS21449;NM_025515
ENSMUST00000032844;Tmem126a;90450700;90457229;7;CCDS21447;NM_025460
ENSMUST00000032888;Arl6ip1;118118891;118129662;7;CCDS21769;NM_019419
ENSMUST00000032891;Smg1;118131308;118243637;7;CCDS40102;NM_001031814
ENSMUST00000032898;Ipo5;120911224;120947999;14;CCDS37014;"NM_001360602; NM_023579"
ENSMUST00000032936;Ppp4c;126785866;126792496;7;CCDS21844;NM_019674
ENSMUST00000032946;Rab6a;100607586;100641268;7;CCDS21503;NM_024287
ENSMUST00000032969;Pold3;100082111;100121565;7;CCDS21493;NM_133692
ENSMUST00000032992;Eif3c;126546455;126566411;7;CCDS21832;NM_146200
ENSMUST00000033006;Nsmce1;125467640;125491596;7;CCDS21822;NM_026330
ENSMUST00000033010;Kdm8;125444676;125462269;7;CCDS21821;NM_029842
ENSMUST00000033012;Copb1;114215559;114254711;7;CCDS21759;NM_033370
